KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
bkiAlienPlantSprout,The delicate sprout of the alien plant will not grow anymore on terrain. You need highly fertile growing plot,,,,,,,,Нежный росток инопланетного растения не сможет вырасти в земле. Ему требуется сверхплодородная почва растительного модуля.,,,,,,,,
bkiCloneChamber,Sets spawn point,,,,,,,,Устанавливает точку возрождения.,,,,,,,,
bkiConstructorAdvanced,"Device used for crafting. Full range of templates available, fast crafting speed.",,,,,,,,"Устройство используется для производства. Полный спектр шаблонов, быстрая скорость производства.",,,,,,,,
bkiConstructorLarge,"Device used for crafting. Almost full range of templates available, normal crafting speed",,,,,,,,"Устройство используется для производства. Почти полный спектр шаблонов, нормальная скорость производства.",,,,,,,,
bkiConstructorSmall,"Device used for crafting. Limited number of templates available, slow crafting speed",,,,,,,,"Устройство используется для производства. Ограниченное количество шаблонов, медленная скорость производства.",,,,,,,,
bkiConstructorSurvival,[c][ffffff]Basic CRAFTING device with slow production speed.[-][/c]\n- - \n[c][ffffff]No energy required.[-][/c]\n[c][ffffff]No storage volume limit. [-][/c]\n- -\n[c][b3b3b3][sup]Equip onto toolbar[/sup][-][/c]\n[sup][c][b3b3b3]Place: [-][/c][c][7dff7d]LMB[-][/c][/sup],,,,,,,,"Устройство используется для производства. Очень ограниченное количество шаблонов, очень медленная скорость производства.",,,,,,,,
bkiCore,Central processing unit required on every structure. The structure will lose all functionality when destroyed.,,,,,,,,"Каждая структура требует центр обработки данных. По этому в случае уничтожения ядра, управление структурой становится невозможным.",,,,,,,,
bkiCurrency,The standard galactic currency accepted almost everywhere.\nCan be deposited into the slot in an ATM to be added to your personal bank account.,,,,,,,,"Для перевода в кредиты, положите в приемное гнездо банкомата.",,,,,,,,
bkiDrill,Tool used for drilling holes into terrain and mining resources.,,,,,,,,Инструмент используется для бурения грунта и добычи ресурсов.,,,,,,,,
bkiDrillAttachment,Tool used for drilling holes into terrain and mining resources. It does not work for resource meteorites,,,,,,,,Инструмент используется для бурения грунта и добычи полезных ископаемых. Не работает на метеоритах,,,,,,,,
bkiExplosives,"Incendiary plastic explosive capable of destroying doors, windows and devices\nAdd to toolbar and press LMB to attach to a surface - it will explode after 8 seconds\n[c][FF0000]Will not destroy building blocks[-][/c]",,,,,,,,"Добавьте на панель игрока, выберите и нажмите ЛКМ, чтобы прикрепить к поверхности - взорвется через 8 секунд",,,,,,,,
bkiFoodProcessor,Device used for food preparation and other organic processing. Cannot auto-assemble non-organic components or intermediate materials!,,,,,,,,Устройство используется для приготовления еды и другой обработки органики. Не может автоматически производить неорганику или промежуточные материалы!,,,,,,,,
bkiFridge,Device used for storing food. When powered stops food from perishing,,,,,,,,Устройство используется для хранения пищи. Предотвращает порчу продуктов пока снабжается энергией.,,,,,,,,
bkiGenerator,"[c][ffffff]Requires [-][/c][c][7dbeff]Fuel Tank[-][/c][c][ffffff] to generate power.[-][/c]\n- -\n[c][ffffbe]Will explode when overloaded![-][/c]\n- -\n[c][ffffbe][-][/c][c][ffffff]Check power generation/usage in [-][/c][c][7dffff]Control Panel[-][/c][c][ffffff] ([-][/c][c][7dff7d]P[-][/c][c][ffffff]) > STATISTICS tab.[-][/c]\n- - \n[sup][c][b3b3b3][u]Position[/u]: [-][/c][/sup]\n[sup][c][b3b3b3]PAGE UP/DOWN, HOME/END, INS/DEL [-][/c][/sup]\n[sup][c][b3b3b3][u]Place[/u]: [-][/c][/sup]\n[sup][c][b3b3b3]LEFT MOUSE BUTTON (LMB)[-][/c][/sup][c][ffffff][-][/c]",,,,,,,,"Устройство используется для производства энергии. Для работы необходим топливный бак, заполненный топливом.",,,,,,,,
bkiGravityGenerator,Generates an artificial gravity field in space,,,,,,,,Генерирует поле искусственной гравитации в космосе.,,,,,,,,
bkiGyroscope,Gyroscopic control system designed to apply multi-axis torque to a vessel without requiring additional thrusters.\n[c][00FF00]Increases vessel rotation in all directions[-][/c],,,,,,,,Требуется на любом судне для совершения поворотов.,,,,,,,,
bkiGyroscopeGV,Gyroscopic control system designed to apply multi-axis torque to a vessel without requiring additional thrusters.\n[c][00FF00]Increases vessel rotation in all directions\nPerform an Emergency flip with Left Shift if upside-down[-][/c],,,,,,,,"Требуется на любом судне для совершения поворотов. Необходимо для аварийного переворота (Левый Shift), когда судно вверх дном.",,,,,,,,
bkiHoverBooster,This device applies a short but strong force to allow your HV to perform a jump.,,,,,,,,"Это устройство создает короткий, но мощный импульс силы, позволяющий вашему ПС совершить прыжок.",,,,,,,,
bkiHull,"Standard, colourable building block",,,,,,,,Стандартный окрашиваемый строительный блок,,,,,,,,
bkiMedicinelabMS,Restores health and sets spawn point,,,,,,,,Восстанавливает здоровье и устанавливает точку возрождения.,,,,,,,,
bkiMultiTool,"Tool used for removing, repairing, changing, rotating and upgrading blocks",,,,,,,,"Инструмент используется для демонтажа, ремонта, изменения, вращения и улучшения блоков.",,,,,,,,
bkiOfflineProtect,Placing this device in a structure yields offline protection on PvP playfields.,,,,,,,,"Установка этого устройства в какую-либо структуру дает ей защиту в PvP, когда вы не подключены к серверу.\nВАЖНО: Это устройство правильно работает только вместе с Устройством приземления!",,,,,,,,
bkiOxygenBottleSmall,"Emergency O2 bottle that will refill some of your suit's internal tank, or can be deposited into a large oxygen tank.\n\n[c][00FF00]Use from the toolbar with LMB or from Inventory with Shift+RMB[-][/c]",,,,,,,,Аварийный кислородный баллон. Добавьте его на панель инструментов и используйте при помощи ЛКМ. Используйте при помощи ЛКМ с панели инструментов или из инвентаря при помощи Shift+ПКМ.,,,,,,,,
bkiOxygenGenerator,"Converts H2O into oxygen bottles. Must be deployed in water\n--\n[u]Positioning:[/u] PAGE UP/DOWN, HOME/END, INS/DEL, Mouseview\n[u]Place:[/u] Left Mouse button",,,,,,,,"Перерабатывает воду в кислородные баллоны. Должен быть размещен в воде.\n--\n[u]Позиционирование:[/u] PAGE UP/DOWN, HOME/END, INS/DEL, Мышкой\n[u]Размещене:[/u] ЛКМ",,,,,,,,
bkiOxygenStation,Device used for replenishing your suit oxygen. Requires oxygen tank filled from oxygen bottles to operate,,,,,,,,"Устройство используется для наполнения скафандра кислородом. Для работы требует кислородный бак, наполненный кислородными баллонами.",,,,,,,,
bkiPlantSprout,This delicate sprout will not grow on terrain. You need highly fertile growing plot,,,,,,,,Этот нежный росток не сможет вырасти в земле. Ему требуется сверхплодородная почва растительного модуля.,,,,,,,,
bkiPlayerArmor,"Armor provides protection from environmental and damage.\nEach suit includes a Jetpack (J), A spotlight (L) and Oxygen Tanks for oxygenless environments.\n\n[c][00FF00]An Armor Locker is required to equip or modify your suit.[-][/c]",,,,,,,,"Вам нужно использовать шкафчик для брони, чтобы экипировать среднюю и тяжелую броню.",,,,,,,,
bkiThruster,Main thruster unit for main propulsion,,,,,,,,Главный двигатель для создания основной тяги,,,,,,,,
bkiThrusterDirectional,Smaller thruster unit for secondary propulsion,,,,,,,,Меньший двигатель для создания дополнительной тяги,,,,,,,,
bkiTruss,Lightweight support building block,,,,,,,,Легкий строительный блок,,,,,,,,
bkiVentilator,"Device used for pressurizing your structure. Needs an oxygen tank to operate.\nIMPORTANT: If you deactivate a ventilator manually, oxygen will be lost.",,,,,,,,Устройство используется для снабжения кислородом помещений. Внимание! Если вы выключите его вручную - кислород будет потерян.,,,,,,,,
bkiWaterGenerator,[c][ffffff]Generates: [-][/c][c][7dbeff]Water Container[-][/c]\n[c][ffffff]Requires: Fuel[-][/c]\n- -\n[c][ffffff][u]Logistics[/u]: Connected Toolbar ([-][/c][c][7dff7d]T[-][/c][c][ffffff]) allows to exceed suit inventory limit![-][/c]\n- -\n[c][b3b3b3][sup]Equip onto toolbar[/sup][-][/c]\n[sup][c][b3b3b3]Place: [-][/c][c][7dff7d]LMB[-][/c][/sup][c][ffffff][-][/c],,,,,,,,Создает чистую воду из естественных источников воды. Должен быть размещен в воде.,,,,,,,,
rdlFlatteningTxt,Used for flattening terrain to the level of the user's feet.\nUsing this mode does not mine ores,,,,,,,,Используется для выравнивания грунта. В этом режиме не добываются ресурсы,,,,,,,,
AlienPalmTreeStage1,Firepalm Orange (Sprout),,,,,,,,Космические апельсины - росток,,,,,,,,
AlienPalmTreeStage2,Firepalm Orange (Growing),,,,,,,,Космические апельсины - рост,,,,,,,,
AlienPalmTreeStage3,Firepalm Orange (Harvestable),,,,,,,,Космические апельсины - созревшие,,,,,,,,
AlienPalmTreeStage3NoFruit,Firepalm Orange (Regrowing),,,,,,,,Космические апельсины - созревание,,,,,,,,
AlienPlantTube1Stage3,Ahax Plant (Harvestable),,,,,,,,Растение Ахэкс - созревшее,,,,,,,,
AlienPlantTube2NoFruitStage,Ahax Plant (Regrowing),,,,,,,,Растение Ахэкс - созревание,,,,,,,,
AlienPlantTube2Stage1,Ahax Plant (Sprout),,,,,,,,Растение Ахэкс - росток,,,,,,,,
AlienPlantTube2Stage2,Ahax Plant (Growing),,,,,,,,Растение Ахэкс - рост,,,,,,,,
AlienplantWormStage1,Ambersap Tendril (Sprout),,,,,,,,Инопланетный мед - росток,,,,,,,,
AlienplantWormStage2,Ambersap Tendril (Growing),,,,,,,,Инопланетный мед - рост,,,,,,,,
AlienplantWormStage3,Ambersap Tendril (Harvestable),,,,,,,,Инопланетный мед - созревший,,,,,,,,
AlienplantWormStage3Harvested,Ambersap Tendril (Regrowing),,,,,,,,Инопланетный мед - созревание,,,,,,,,
CornStage1,Corn (Sprout),,,,,,,,Кукуруза - росток,,,,,,,,
CornStage2,Corn (Growing),,,,,,,,Кукуруза - рост,,,,,,,,
CornStage3,Corn (Harvestable),,,,,,,,Кукуруза - созревшая,,,,,,,,
DesertPlant20Stage1,Aloe Vera (Sprout),,,,,,,,Алоэ Вера - росток,,,,,,,,
DesertPlant20Stage2,Aloe Vera (Growing),,,,,,,,Алоэ Вера - рост,,,,,,,,
DesertPlant20Stage3,Aloe Vera (Harvestable),,,,,,,,Алоэ Вера - созревшее,,,,,,,,
ElderberryStage1,Akua Berry (Sprout),,,,,,,,Ягоды Акуа - росток,,,,,,,,
ElderberryStage2,Akua Berry (Growing),,,,,,,,Ягоды Акуа - рост,,,,,,,,
ElderberryStage3,Akua Berry (Harvestable),,,,,,,,Ягоды Акуа - созревшие,,,,,,,,
ElderberryStage3NoFruit,Akua Berry (Regrowing),,,,,,,,Ягоды Акуа - созревание,,,,,,,,
InsanityPepperStage1,Andromedan Tegmine (Sprout),,,,,,,,Каваэ - росток,,,,,,,,
InsanityPepperStage2,Andromedan Tegmine (Growing),,,,,,,,Каваэ - рост,,,,,,,,
InsanityPepperStage3,Andromedan Tegmine (Harvestable),,,,,,,,Каваэ - созревшее,,,,,,,,
InsanityPepperStageNoFruit,Andromedan Tegmine (Pre-Harvest),,,,,,,,Каваэ - созревание,,,,,,,,
PearthingStage1,Bellfruit (Sprout),,,,,,,,Пирфинг - росток,,,,,,,,
PearthingStage2,Bellfruit (Growing),,,,,,,,Фрукт колокольчика (растущий),,,,,,,,
PearthingStage3,Bellfruit (Budding),,,,,,,,Пирфинг - рост 2,,,,,,,,
PearthingStage4,Bellfruit (Harvestable),,,,,,,,Пирфинг - созревший,,,,,,,,
PearthingStage4NoFruit,Bellfruit (Growing),,,,,,,,Фрукт колокольчика (растущий),,,,,,,,
PlantDead,Dead Plant (small),,,,,,,,Умершее растение (малое),,,,,,,,
PlantDead2,Dead Plant (large),,,,,,,,Умершее растение (большое),,,,,,,,
PumpkinStage1,Pumpkin (Sprout),,,,,,,,Тыква - росток,,,,,,,,
PumpkinStage2,Pumpkin (Growing),,,,,,,,Тыква - рост,,,,,,,,
PumpkinStage3,Pumpkin (Harvestable),,,,,,,,Тыква - созревшая,,,,,,,,
PumpkinStage3NoFruit,Pumpkin (Regrowing),,,,,,,,Тыква - созревание,,,,,,,,
SnakeweedStage1,Akuan Furze (Sprout),,,,,,,,Мочальник - росток,,,,,,,,
SnakeweedStage2,Akuan Furze (Growing),,,,,,,,Мочальник - рост,,,,,,,,
SnakeweedStage3,Akuan Furze (Harvestable),,,,,,,,Мочальник - созревшее,,,,,,,,
TomatoStage1,Tomato (Sprout),,,,,,,,Томат - росток,,,,,,,,
TomatoStage2,Tomato (Growing),,,,,,,,Томат - рост 1,,,,,,,,
TomatoStage3,Tomato (Budding),,,,,,,,Томат - рост 2,,,,,,,,
TomatoStage4,Tomato (Harvestable),,,,,,,,Томат - созревший,,,,,,,,
TomatoStage4NoFruit,Tomato (Regrowing),,,,,,,,Томат - созревание,,,,,,,,
WheatStage1,Wheat (Sprout),,,,,,,,Пшеница - росток,,,,,,,,
WheatStage2,Wheat (Growing),,,,,,,,Пшеница - рост,,,,,,,,
WheatStage3,Wheat (Harvestable),,,,,,,,Пшеница - созревшая,,,,,,,,
SpawnNewBase,Starter: [c][ff7300]Base[-][/c] (BA),,,,,,,,Основа БА,,,,,,,,
SpawnNewCV,Starter: [c][ffe74d]Capital Vessel[-][/c] (CV),,,,,,,,Основа БС,,,,,,,,
SpawnNewGV,Starter: [c][4d91ff]Hover Vessel[-][/c] (HV),,,,,,,,Основа ПС,,,,,,,,
SpawnNewSV,Starter: [c][34c200]Small Vessel [-][/c](SV),,,,,,,,Основа МС,,,,,,,,
btnLetsGo,Proceed,,,,,,,,Поехали!,,,,,,,,
AdrenalineShot,Adrenaline Shot,,,,,,,,Инъекция адреналина,,,,,,,,
AkuaFruit,Azure Jewelfruit,,,,,,,,Азурный Джуэлфрут,,,,,,,,
AlienParts01,Biological Specimen,,,,,,,,Инопланетная плазма ZR1,,,,,,,,
AlienParts02,Alien Parts,,,,,,,,Части инопланетянина,,,,,,,,
AlienParts03,Medicinal Growth,,,,,,,,Инопланетная плазма T6,,,,,,,,
AlienParts04,Carapace,,,,,,,,Карапакс,,,,,,,,
AlienSpikeLemon,Spike Lemon,,,,,,,,Инопланетный колючий лимон,,,,,,,,
AlienThorn,Alien Thorn,,,,,,,,Инопланетный шип,,,,,,,,
AlienTooth,Alien Teeth,,,,,,,,Инопланетный клык,,,,,,,,
AloeVera,Aloe Vera,,,,,,,,Алоэ вера,,,,,,,,
Bandages,Bandages,,,,,,,,Бинты,,,,,,,,
BrafusFungi,Brafus Fungi,,,,,,,,Грибы Брафус,,,,,,,,
Bread,Bread,,,,,,,,Хлеб,,,,,,,,
CannedMeat,Canned Meat,,,,,,,,Мясные консервы,,,,,,,,
CannedVegetables,Canned Vegetables,,,,,,,,Овощные консервы,,,,,,,,
CapacitorComponent,Advanced Capacitor,,,,,,,,Конденсатор,,,,,,,,
Cement,Cement,,,,,,,,Цемент,,,,,,,,
Cheese,Cheese,,,,,,,,Сыр,,,,,,,,
CobaltIngot,Cobalt Ingot,,,,,,,,Кобальтовый слиток,,,,,,,,
Computer,Computer,,,,,,,,Компьютер,,,,,,,,
ConfettiMossScrapings,Confetti Moss Scrapings,,,,,,,,Комки конфетти-мха,,,,,,,,
CopperIngot,Copper Ingot,,,,,,,,Медный слиток,,,,,,,,
Electronics,Electronics,,,,,,,,Электроника,,,,,,,,
EmergencyRations,Emergency Rations,,,,,,,,Аварийный паек,,,,,,,,
EnergyCell,Fuel Cell,,,,,,,,Топливная ячейка (прометий),,,,,,,,
EnergyCellHydrogen,Hydrogen Fuel Cell,,,,,,,,Топливная ячейка (водород),,,,,,,,
EnergyCellLarge,Dual Fuel Cell,,,,,,,,Большая топливная ячейка (прометий),,,,,,,,
FusionCell,Promethium Hydrocell,,,,,,,,Энергоячейка,,,,,,,,
ErestrumIngot,Erestrum Ingot,,,,,,,,Эреструмовый слиток,,,,,,,,
Fiber,Plant Fibers,,,,,,,,Растительное волокно,,,,,,,,
FireMossScrapings,Firemoss Scrapings,,,,,,,,Комки огнемха,,,,,,,,
